osu file format v14

[General]
AudioFilename: S.S.H. - Bloody Tears [Dracula 2].mp3
AudioLeadIn: 0
PreviewTime: 12405
Countdown: 0
SampleSet: None
StackLeniency: 0.7
Mode: 3
LetterboxInBreaks: 0
SpecialStyle: 0
WidescreenStoryboard: 1

[Editor]
DistanceSpacing: 1.3
BeatDivisor: 8
GridSize: 4
TimelineZoom: 2.599999

[Metadata]
Title:Bloody Tears [Dracula 2]
TitleUnicode:Bloody Tears [Dracula 2]
Artist:S.S.H
ArtistUnicode:S.S.H
Creator:TheGesk
Version:EZ (WIP)
Source:Castlevania
Tags:
BeatmapID:702596
BeatmapSetID:315046

[Difficulty]
HPDrainRate:7
CircleSize:4
OverallDifficulty:7
ApproachRate:5
SliderMultiplier:1.4
SliderTickRate:1

[Events]
//Background and Video events
0,0,"beatmappaper1.jpg",0,0
//Break Periods
//Storyboard Layer 0 (Background)
//Storyboard Layer 1 (Fail)
//Storyboard Layer 2 (Pass)
//Storyboard Layer 3 (Foreground)
//Storyboard Sound Samples

[TimingPoints]
668.050847457627,254.237288135593,4,3,1,40,1,0


[HitObjects]
448,192,254,5,0,0:0:0:0:
192,192,509,1,0,0:0:0:0:
320,192,763,1,0,0:0:0:0:
64,192,1017,1,0,0:0:0:0:
448,192,1271,1,0,0:0:0:0:
64,192,1526,1,0,0:0:0:0:
320,192,1780,1,0,0:0:0:0:
448,192,2034,1,0,0:0:0:0:
192,192,2288,1,0,0:0:0:0:
64,192,2543,1,0,0:0:0:0:
448,192,2797,1,0,0:0:0:0:
192,192,3051,1,0,0:0:0:0:
320,192,3305,1,0,0:0:0:0:
64,192,3559,1,0,0:0:0:0:
448,192,3814,1,0,0:0:0:0:
320,192,4068,1,0,0:0:0:0:
192,192,4322,1,0,0:0:0:0:
64,192,4576,1,0,0:0:0:0:
448,192,4831,1,0,0:0:0:0:
192,192,5085,1,0,0:0:0:0:
320,192,5339,1,0,0:0:0:0:
64,192,5593,1,0,0:0:0:0:
448,192,5848,1,0,0:0:0:0:
192,192,6102,1,0,0:0:0:0:
320,192,6356,1,0,0:0:0:0:
64,192,6610,1,0,0:0:0:0:
448,192,6865,1,0,0:0:0:0:
192,192,7119,1,0,0:0:0:0:
64,192,7373,1,0,0:0:0:0:
320,192,7627,1,0,0:0:0:0:
192,192,7882,1,0,0:0:0:0:
64,192,8136,1,0,0:0:0:0:
448,192,8390,128,0,9915:0:0:0:0:
192,192,8898,1,0,0:0:0:0:
64,192,9915,128,0,10424:0:0:0:0:
320,192,10424,128,0,11441:0:0:0:0:
448,192,10932,1,0,0:0:0:0:
192,192,11568,1,0,0:0:0:0:
64,192,11822,1,0,0:0:0:0:
448,192,12076,1,0,0:0:0:0:
192,192,12331,1,0,0:0:0:0:
64,192,12712,1,0,0:0:0:0:
320,192,12966,1,0,0:0:0:0:
192,192,13221,1,0,0:0:0:0:
448,192,13475,1,0,0:0:0:0:
64,192,13729,1,0,0:0:0:0:
192,192,13983,1,0,0:0:0:0:
448,192,14237,1,0,0:0:0:0:
320,192,14492,1,0,0:0:0:0:
64,192,14746,1,0,0:0:0:0:
192,192,15000,1,0,0:0:0:0:
448,192,15254,1,0,0:0:0:0:
320,192,15509,1,0,0:0:0:0:
64,192,15763,1,0,0:0:0:0:
448,192,16017,1,0,0:0:0:0:
192,192,16271,1,0,0:0:0:0:
320,192,16526,1,0,0:0:0:0:
448,192,16780,1,0,0:0:0:0:
64,192,17034,1,0,0:0:0:0:
192,192,17288,1,0,0:0:0:0:
320,192,17543,1,0,0:0:0:0:
448,192,17797,1,0,0:0:0:0:
64,192,18051,1,0,0:0:0:0:
192,192,18305,1,0,0:0:0:0:
448,192,18559,1,0,0:0:0:0:
320,192,18814,1,0,0:0:0:0:
64,192,19068,1,0,0:0:0:0:
448,192,19322,1,0,0:0:0:0:
192,192,19576,1,0,0:0:0:0:
320,192,19831,1,0,0:0:0:0:
64,192,20085,1,0,0:0:0:0:
448,192,20339,1,0,0:0:0:0:
192,192,20593,1,0,0:0:0:0:
320,192,20848,1,0,0:0:0:0:
64,192,21102,1,0,0:0:0:0:
448,192,21356,1,0,0:0:0:0:
192,192,21610,1,0,0:0:0:0:
448,192,21865,1,0,0:0:0:0:
64,192,22119,1,0,0:0:0:0:
320,192,22373,1,0,0:0:0:0:
448,192,22627,1,0,0:0:0:0:
192,192,22882,1,0,0:0:0:0:
64,192,23136,1,0,0:0:0:0:
320,192,23390,1,0,0:0:0:0:
448,192,23644,1,0,0:0:0:0:
192,192,23898,1,0,0:0:0:0:
64,192,24153,1,0,0:0:0:0:
320,192,24407,1,0,0:0:0:0:
448,192,24661,1,0,0:0:0:0:
192,192,24915,1,0,0:0:0:0:
64,192,25170,1,0,0:0:0:0:
448,192,25424,1,0,0:0:0:0:
320,192,25678,1,0,0:0:0:0:
192,192,25932,1,0,0:0:0:0:
64,192,26187,1,0,0:0:0:0:
448,192,26441,1,0,0:0:0:0:
192,192,26695,1,0,0:0:0:0:
320,192,26949,1,0,0:0:0:0:
64,192,27204,1,0,0:0:0:0:
448,192,27458,1,0,0:0:0:0:
192,192,27712,1,0,0:0:0:0:
320,192,27966,1,0,0:0:0:0:
64,192,28221,1,0,0:0:0:0:
448,192,28475,1,0,0:0:0:0:
192,192,28729,1,0,0:0:0:0:
320,192,28983,1,0,0:0:0:0:
64,192,29237,1,0,0:0:0:0:
448,192,29492,1,0,0:0:0:0:
192,192,29746,1,0,0:0:0:0:
64,192,30127,128,0,30509:0:0:0:0:
192,192,30509,1,0,0:0:0:0:
448,192,30763,1,0,0:0:0:0:
64,192,31144,128,0,32288:0:0:0:0:
320,192,31526,1,0,0:0:0:0:
448,192,32034,1,0,0:0:0:0:
192,192,32543,1,0,0:0:0:0:
448,192,32797,1,0,0:0:0:0:
64,192,33051,1,0,0:0:0:0:
320,192,33559,128,0,34576:0:0:0:0:
192,192,34068,1,0,0:0:0:0:
448,192,34576,1,0,0:0:0:0:
64,192,34831,1,0,0:0:0:0:
320,192,35212,128,0,35593:0:0:0:0:
192,192,35593,128,0,36102:0:0:0:0:
448,192,36102,1,0,0:0:0:0:
64,192,36356,1,0,0:0:0:0:
448,192,36610,1,0,0:0:0:0:
320,192,36865,1,0,0:0:0:0:
64,192,37119,1,0,0:0:0:0:
192,192,37627,1,0,0:0:0:0:
448,192,37882,1,0,0:0:0:0:
64,192,38136,1,0,0:0:0:0:
448,192,38390,1,0,0:0:0:0:
64,192,38644,1,0,0:0:0:0:
320,192,38898,1,0,0:0:0:0:
192,192,39153,1,0,0:0:0:0:
64,192,39661,128,0,40551:0:0:0:0:
320,192,39661,1,0,0:0:0:0:
448,192,40170,1,0,0:0:0:0:
320,192,40678,1,0,0:0:0:0:
448,192,41187,1,0,0:0:0:0:
64,192,41441,1,0,0:0:0:0:
192,192,41695,1,0,0:0:0:0:
64,192,41949,1,0,0:0:0:0:
320,192,42204,1,0,0:0:0:0:
448,192,42458,1,0,0:0:0:0:
64,192,42712,1,0,0:0:0:0:
192,192,42966,128,0,43983:0:0:0:0:
320,192,43983,128,0,45000:0:0:0:0:
64,192,44746,1,0,0:0:0:0:
192,192,45254,1,0,0:0:0:0:
320,192,45509,1,0,0:0:0:0:
448,192,45763,1,0,0:0:0:0:
192,192,46017,1,0,0:0:0:0:
64,192,46271,1,0,0:0:0:0:
192,192,46526,1,0,0:0:0:0:
320,192,46780,1,0,0:0:0:0:
192,192,47066,1,0,0:0:0:0:
448,192,47288,1,0,0:0:0:0:
320,192,47543,1,0,0:0:0:0:
192,192,47797,1,0,0:0:0:0:
448,192,48051,1,0,0:0:0:0:
192,192,48305,1,0,0:0:0:0:
448,192,48559,1,0,0:0:0:0:
64,192,48814,1,0,0:0:0:0:
448,192,49068,1,0,0:0:0:0:
320,192,49322,1,0,0:0:0:0:
64,192,49576,1,0,0:0:0:0:
192,192,49831,1,0,0:0:0:0:
448,192,50085,1,0,0:0:0:0:
320,192,50339,1,0,0:0:0:0:
192,192,50593,1,0,0:0:0:0:
320,192,50848,1,0,0:0:0:0:
64,192,51102,128,0,51483:0:0:0:0:
320,192,51483,128,0,51865:0:0:0:0:
64,192,52119,128,0,52500:0:0:0:0:
448,192,52500,128,0,52882:0:0:0:0:
192,192,53136,1,0,0:0:0:0:
448,192,53390,1,0,0:0:0:0:
192,192,53898,1,0,0:0:0:0:
64,192,54153,1,0,0:0:0:0:
320,192,54534,1,0,0:0:0:0:
448,192,54915,1,0,0:0:0:0:
64,192,55170,128,0,57458:0:0:0:0:
320,192,55424,1,0,0:0:0:0:
448,192,55932,1,0,0:0:0:0:
192,192,56441,1,0,0:0:0:0:
