osu file format v14

[General]
AudioFilename: cYsmix - Moonlight Sonata.mp3
AudioLeadIn: 0
PreviewTime: -1
Countdown: 0
SampleSet: Normal
StackLeniency: 0.7
Mode: 3
LetterboxInBreaks: 0
SpecialStyle: 0
WidescreenStoryboard: 1

[Editor]
Bookmarks: 1929,15070,16929,30054,31929,46929,60054,61929,76929,91929,95679,108804,110679,123814,125679,140679,155691,185691
DistanceSpacing: 0.9
BeatDivisor: 4
GridSize: 32
TimelineZoom: 1.4

[Metadata]
Title:Moonlight Sonata
TitleUnicode:Moonlight Sonata
Artist:cYsmix
ArtistUnicode:cYsmix
Creator:TouhouFNaF
Version:BEGINNER
Source:Youtube/osu!
Tags:moonlight sonata cysmix touhoufnaf map Okoratu beethoven ludwig van mapping with rewards electro trance classical mwr
BeatmapID:2461529
BeatmapSetID:1180465

[Difficulty]
HPDrainRate:4
CircleSize:4
OverallDifficulty:7
ApproachRate:5
SliderMultiplier:1.4
SliderTickRate:1

[Events]
//Background and Video events
0,0,"background.jpg",0,0
//Break Periods
//Storyboard Layer 0 (Background)
//Storyboard Layer 1 (Fail)
//Storyboard Layer 2 (Pass)
//Storyboard Layer 3 (Foreground)
//Storyboard Layer 4 (Overlay)
//Storyboard Sound Samples

[TimingPoints]
1929,468.75,4,1,1,40,1,0
1929,-111.111111111111,4,1,1,40,0,0
3804,-111.111111111111,4,1,1,40,0,0
5679,-111.111111111111,4,1,1,40,0,0
7554,-111.111111111111,4,1,1,40,0,0
9429,-111.111111111111,4,1,1,40,0,0
11304,-111.111111111111,4,1,1,40,0,0
13179,-100,4,1,1,40,0,0
14116,-100,4,1,1,40,0,0
15070,468.75,4,1,1,40,1,0
15522,-100,4,1,1,40,0,0
15991,-100,4,1,1,40,0,0
16460,-100,4,1,1,40,0,0
16929,468.75,4,1,1,40,1,0
20210,-100,4,1,1,40,0,0
20327,-100,4,1,1,40,0,0
20444,-100,4,1,1,40,0,0
20561,-100,4,1,1,40,0,0
20679,-100,4,1,1,40,0,0
23960,-100,4,1,1,40,0,0
24077,-100,4,1,1,40,0,0
24194,-100,4,1,1,40,0,0
24311,-100,4,1,1,40,0,0
24429,-100,4,1,1,40,0,0
27710,-100,4,1,1,40,0,0
27827,-100,4,1,1,40,0,0
27944,-100,4,1,1,40,0,0
28061,-100,4,1,1,40,0,0
28179,-100,4,1,1,40,0,0
30054,-100,4,1,1,40,0,0
30171,-100,4,1,1,40,0,0
30288,-100,4,1,1,40,0,0
30405,-100,4,1,1,40,0,0
30522,-100,4,1,1,40,0,0
30991,-142.857142857143,4,1,1,40,0,0
31929,-111.111111111111,4,1,1,40,0,0
39429,-111.111111111111,4,1,1,40,0,0
39546,-111.111111111111,4,1,1,40,0,0
43764,-100,4,1,1,40,0,0
44116,-111.111111111111,4,1,1,40,0,0
44233,-100,4,1,1,40,0,0
44585,-100,4,1,1,40,0,0
44702,-111.111111111111,4,1,1,40,0,0
45171,-100,4,1,1,40,0,0
45639,-100,4,1,1,40,0,0
45874,-100,4,1,1,40,0,0
46108,-100,4,1,1,40,0,0
46343,-100,4,1,1,40,0,0
46577,-100,4,1,1,40,0,0
46929,-100,4,1,1,40,0,0
58764,-100,4,1,1,40,0,0
59233,-100,4,1,1,40,0,0
59702,-100,4,1,1,40,0,0
60076,468.75,4,1,1,40,1,0
60544,-100,4,1,1,40,0,0
61013,-82.6446280991736,4,1,1,40,0,0
61473,468.75,4,1,1,40,1,0
61929,468.75,4,1,1,40,1,0
61929,-90.9090909090909,4,1,1,40,0,0
62046,-90.9090909090909,4,1,1,40,0,0
62749,-90.9090909090909,4,1,1,40,0,0
65210,-100,4,1,1,40,0,0
65327,-100,4,1,1,40,0,0
65444,-100,4,1,1,40,0,0
65561,-100,4,1,1,40,0,0
65679,-90.9090909090909,4,1,1,40,0,0
68960,-100,4,1,1,40,0,0
69077,-100,4,1,1,40,0,0
69194,-100,4,1,1,40,0,0
69311,-100,4,1,1,40,0,0
69429,-90.9090909090909,4,1,1,40,0,0
72710,-100,4,1,1,40,0,0
72827,-100,4,1,1,40,0,0
72944,-100,4,1,1,40,0,0
73061,-100,4,1,1,40,0,0
73179,-90.9090909090909,4,1,1,40,0,0
75288,-90.9090909090909,4,1,1,40,0,0
75405,-100,4,1,1,40,0,0
75522,-90.9090909090909,4,1,1,40,0,0
75639,-100,4,1,1,40,0,0
75757,-90.9090909090909,4,1,1,40,0,0
75874,-90.9090909090909,4,1,1,40,0,0
75991,-100,4,1,1,40,0,0
76108,-100,4,1,1,40,0,0
76225,-90.9090909090909,4,1,1,40,0,0
76343,-90.9090909090909,4,1,1,40,0,0
76460,-100,4,1,1,40,0,0
76577,-100,4,1,1,40,0,0
76694,-90.9090909090909,4,1,1,40,0,0
76811,-100,4,1,1,40,0,0
76929,-86.9565217391304,4,1,1,40,0,0
77046,-86.9565217391304,4,1,1,40,0,0
80210,-100,4,1,1,40,0,0
80679,-86.9565217391304,4,1,1,40,0,0
83960,-86.9565217391304,4,1,1,40,0,0
84429,-86.9565217391304,4,1,1,40,0,0
87710,-100,4,1,1,40,0,0
88179,-86.9565217391304,4,1,1,40,0,0
90288,-100,4,1,1,40,0,0
90405,-100,4,1,1,40,0,0
90522,-100,4,1,1,40,0,0
90757,-100,4,1,1,40,0,0
90874,-100,4,1,1,40,0,0
90991,-100,4,1,1,40,0,0
91225,-100,4,1,1,40,0,0
91343,-100,4,1,1,40,0,0
91460,-100,4,1,1,40,0,0
91694,-100,4,1,1,40,0,0
92866,-100,4,1,1,40,0,0
93804,-100,4,1,1,40,0,0
95679,-86.9565217391304,4,1,1,40,0,0
96030,-86.9565217391304,4,1,1,40,0,0
96264,-86.9565217391304,4,1,1,40,0,0
96499,-86.9565217391304,4,1,1,40,0,0
97554,-86.9565217391304,4,1,1,40,0,0
97905,-86.9565217391304,4,1,1,40,0,0
98139,-86.9565217391304,4,1,1,40,0,0
98374,-86.9565217391304,4,1,1,40,0,0
99429,-86.9565217391304,4,1,1,40,0,0
99780,-86.9565217391304,4,1,1,40,0,0
100014,-86.9565217391304,4,1,1,40,0,0
100249,-86.9565217391304,4,1,1,40,0,0
101304,-86.9565217391304,4,1,1,40,0,0
101655,-86.9565217391304,4,1,1,40,0,0
101889,-86.9565217391304,4,1,1,40,0,0
102124,-86.9565217391304,4,1,1,40,0,0
103179,-86.9565217391304,4,1,1,40,0,0
103530,-86.9565217391304,4,1,1,40,0,0
103764,-86.9565217391304,4,1,1,40,0,0
103999,-86.9565217391304,4,1,1,40,0,0
105054,-86.9565217391304,4,1,1,40,0,0
105405,-86.9565217391304,4,1,1,40,0,0
105639,-86.9565217391304,4,1,1,40,0,0
105874,-86.9565217391304,4,1,1,40,0,0
106929,-86.9565217391304,4,1,1,40,0,0
108804,-86.9565217391304,4,1,1,40,0,0
109741,-86.9565217391304,4,1,1,40,0,0
110679,-100,4,1,1,40,0,0
112554,-100,4,1,1,40,0,0
113843,-100,4,1,1,40,0,0
113960,-100,4,1,1,40,0,0
114429,-100,4,1,1,40,0,0
116304,-100,4,1,1,40,0,0
117593,-100,4,1,1,40,0,0
117710,-100,4,1,1,40,0,0
118179,-100,4,1,1,40,0,0
120054,-100,4,1,1,40,0,0
121343,-100,4,1,1,40,0,0
121460,-100,4,1,1,40,0,0
121929,-100,4,1,1,40,0,0
123335,-100,4,1,1,40,0,0
123814,468.75,4,1,1,40,1,0
124985,-100,4,1,1,40,0,0
125444,468.75,4,1,1,40,1,0
125444,-100,4,1,1,40,0,0
125679,468.75,4,1,1,40,1,0
138804,-100,4,1,1,40,0,0
140679,-111.111111111111,4,1,1,40,0,0
152514,-111.111111111111,4,1,1,40,0,0
152983,-111.111111111111,4,1,1,40,0,0
153452,-100,4,1,1,40,0,0
153804,-100,4,1,1,40,0,0
153921,-100,4,1,1,40,0,0
155210,-100,4,1,1,40,0,0
155691,468.75,4,1,1,40,1,0
155691,-86.9565217391304,4,1,1,40,0,0
170222,-86.9565217391304,4,1,1,40,0,0
170691,-86.9565217391304,4,1,1,40,0,0
173972,-86.9565217391304,4,1,1,40,0,0
174441,-86.9565217391304,4,1,1,40,0,0
177722,-86.9565217391304,4,1,1,40,0,0
178191,-86.9565217391304,4,1,1,40,0,0
181472,-86.9565217391304,4,1,1,40,0,0
181941,-86.9565217391304,4,1,1,40,0,0
185222,-86.9565217391304,4,1,1,40,0,0
185691,-100,4,1,1,40,0,0
186042,-100,4,1,1,40,0,0
186159,-100,4,1,1,40,0,0
186511,-100,4,1,1,40,0,0
186628,-100,4,1,1,40,0,0
186980,-100,4,1,1,40,0,0
187097,-100,4,1,1,40,0,0
187448,-100,4,1,1,40,0,0
187566,-100,4,1,1,40,0,0
187917,-100,4,1,1,40,0,0
188034,-100,4,1,1,40,0,0
188386,-100,4,1,1,40,0,0
188503,-100,4,1,1,40,0,0
188855,-100,4,1,1,40,0,0
188972,-100,4,1,1,40,0,0


[Colours]
Combo1 : 220,98,63
Combo2 : 249,136,102

[HitObjects]
448,192,1929,5,0,0:0:0:0:
